ID,Question_Tag,Question,Answer,anonymized_Answer
29.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,De regels voor het verlengen van deadlines vanwege chronische ziekten zijn zeer rigide en stressvol.,De regels voor het verlengen van deadlines vanwege [PII] zijn zeer rigide en stressvol.
29.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,"We doen veel groepswerk"", maar niemand leert ons echt hoe we een team moeten aansturen.","We doen veel groepswerk"", maar niemand leert ons echt hoe we een team moeten aansturen."
29.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,Lezingen om 09.00 uur op maandag na een deadline op zondagavond zijn een wrede en ongebruikelijke straf.,Lezingen om 09.00 uur op maandag na een deadline op zondagavond zijn een wrede en ongebruikelijke straf.
29.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,De cursus concentreert zich veel te veel op de theorie van de 20e eeuw en maakt vrijwel nooit melding van moderne industriële instrumenten.,De cursus [COURSE/DEPT] en maakt vrijwel nooit melding van moderne industriële instrumenten.
29.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,"Het loopbaanbureau geeft generiek cv-advies,"" maar heeft geen specifieke connecties met bedrijven in mijn vakgebied.","Het [TITLE] geeft generiek cv-advies,"" maar heeft geen specifieke connecties met bedrijven in mijn vakgebied."
30.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,Ik waardeer de snelle en gedetailleerde e-mailreacties van het chemiepersoneel enorm.,Ik waardeer de snelle en gedetailleerde e-mailreacties van het chemiepersoneel enorm.
30.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,Peer-mentoren in het eerste jaar hebben een enorm verschil gemaakt in mijn overgang naar de universiteit.,Peer-mentoren in het eerste jaar hebben een enorm verschil gemaakt in mijn overgang naar de universiteit.
30.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,Openboekexamens weerspiegelen veel beter hoe we problemen in de echte wereld zullen oplossen.,[NAME] weerspiegelen veel beter hoe we problemen in de echte wereld zullen oplossen.
30.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,Het studentenportaal is een puinhoop; Belangrijke aankondigingen raken bedolven onder irrelevante campusspam.,Het studentenportaal is een puinhoop; Belangrijke aankondigingen raken bedolven onder irrelevante campusspam.
30.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,"Ik waardeer de mogelijkheid om tentamens in een aparte"", rustige ruimte af te leggen.","Ik waardeer de mogelijkheid om tentamens in een aparte"", rustige ruimte af te leggen."
30.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,De onderwezen kritische denk- en onderzoeksmethoden zijn van topklasse.,De onderwezen kritische denk- en onderzoeksmethoden zijn van topklasse.
30.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,De campus is verspreid en 15 minuten is niet genoeg tijd om van gebouw A naar gebouw D te komen.,De [LOCATION] is verspreid en 15 minuten is niet genoeg tijd om van [LOCATION] naar [LOCATION] te komen.
30.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,"Semester 2 is aanzienlijk drukker dan semester 1,"" waardoor het bijna onmogelijk is om de werkdruk bij te houden.","Semester 2 is aanzienlijk drukker dan semester 1,"" waardoor het bijna onmogelijk is om de werkdruk bij te houden."
30.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,Ik zou graag meer netwerkevenementen zien die zich niet alleen beperken tot dezelfde drie grote lokale bedrijven.,Ik zou graag meer netwerkevenementen zien die zich niet alleen beperken tot dezelfde drie grote lokale bedrijven.
31.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,De vervangende leraar die we vorige week hadden voor Zonnebloem was totaal onvoorbereid.,De vervangende leraar die we vorige week hadden voor [NAME] was totaal onvoorbereid.
31.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,De bijlessen van oudere studenten zijn veel nuttiger dan de officiële spreekuren.,De bijlessen van oudere studenten zijn veel nuttiger dan de officiële spreekuren.
31.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,De proctoringsoftware die wordt gebruikt voor online examens is invasief en signaleert voortdurend valse positieven.,De [NAME] die wordt gebruikt voor online examens is invasief en signaleert voortdurend valse positieven.
31.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,Ik hou van de informele koffiesessies die de faculteit elke vrijdag organiseert; het zorgt ervoor dat medewerkers zich menselijk voelen.,Ik hou van de informele koffiesessies die de faculteit elke vrijdag organiseert; het zorgt ervoor dat medewerkers zich menselijk voelen.
31.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,De universiteit moet meer begrip hebben voor studenten die ook primaire zorgverleners zijn.,De universiteit moet meer begrip hebben voor studenten die ook primaire zorgverleners zijn.
31.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,Ik zou willen dat we meer tijd zouden besteden aan datavisualisatietools zoals Tableau of PowerBI.,Ik zou willen dat we meer tijd zouden besteden aan [NAME] zoals [[PII]] of PowerBI.
31.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"Het schema is ongelooflijk inconsistent; de ene week heb ik 4 uur,"" de week daarop 30.""","Het schema is ongelooflijk inconsistent; de ene week heb ik 4 uur,"" de week daarop 30."""
31.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,De keuzemogelijkheden zijn zeer beperkt; de meeste 'opties' waren al vol toen het portaal werd geopend.,De keuzemogelijkheden zijn zeer beperkt; de meeste 'opties' waren al vol toen het portaal werd geopend.
31.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,Veel van onze ‘praktische’ opdrachten maken gebruik van verouderde tools die niemand in de branche daadwerkelijk meer gebruikt.,Veel van onze ‘praktische’ opdrachten maken gebruik van verouderde tools die niemand in de branche daadwerkelijk meer gebruikt.
32.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,"Dr. Miller is erg gepassioneerd over haar onderwerp,"" maar haar lezingen zijn ongeorganiseerd.","[NAME] is erg gepassioneerd over haar onderwerp,"" maar haar lezingen zijn ongeorganiseerd."
32.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,Ik voelde me erg verloren bij het selecteren van mijn minor en de studieloopbaanbegeleider gaf me zojuist een brochure.,Ik voelde me erg verloren bij het selecteren van mijn minor en de studieloopbaanbegeleider gaf me zojuist een brochure.
32.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,Mondelinge examens zijn zeer subjectief; Ik heb het gevoel dat mijn cijfer afhangt van de stemming van de examinator.,Mondelinge examens zijn zeer subjectief; Ik heb het gevoel dat mijn cijfer afhangt van de stemming van de examinator.
32.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,Er is een enorme bureaucratische barrière tussen studenten en het hogere management van de faculteit.,Er is een enorme bureaucratische barrière tussen studenten en het hogere management van de faculteit.
32.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,Opgenomen lezingen waren een redder in nood toen ik vanwege een operatie drie weken moest missen.,Opgenomen lezingen waren een redder in nood toen ik vanwege een operatie drie weken moest missen.
32.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,"De academische schrijfvaardigheid die ik heb verworven"", is van onschatbare waarde geweest voor het schrijven van mijn scriptie.","De academische schrijfvaardigheid die ik heb verworven"", is van onschatbare waarde geweest voor het schrijven van mijn scriptie."
32.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"Ik waardeer het dat het examenrooster maanden van tevoren wordt vrijgegeven, zodat ik mijn leven kan plannen.","Ik waardeer het dat het examenrooster maanden van tevoren wordt vrijgegeven, zodat ik mijn leven kan plannen."
32.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,Ik zou graag meer consistentie willen in de manier waarop verschillende modules zijn georganiseerd op het online leerportaal (Canvas/Moodle).,Ik zou graag meer consistentie willen in de manier waarop verschillende modules zijn georganiseerd op het online leerportaal ([LOCATION]).
32.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,"De gastcolleges vormen het hoogtepunt van de cursus, maar zijn te zeldzaam om een blijvende impact te hebben.","De gastcolleges vormen het hoogtepunt van de cursus, maar zijn te zeldzaam om een blijvende impact te hebben."
33.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,Het is frustrerend als docenten het materiaal niet uploaden voordat het college begint.,Het is frustrerend als [TITLE] het materiaal niet uploaden voordat het college begint.
33.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,"Onze studiecoach komt maandelijks bij ons langs, waardoor ik echt op het goede spoor blijf.","Onze studiecoach komt maandelijks bij ons langs, waardoor ik echt op het goede spoor blijf."
33.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,Ik waardeer het dat we een voortdurende beoordeling hebben via wekelijkse quizzen in plaats van één grote finale.,Ik waardeer het dat we een voortdurende beoordeling hebben via wekelijkse quizzen in plaats van één grote finale.
33.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,"De Discord-server die door de professoren is opgezet, is een fantastische manier om snelle vragen te stellen en snelle antwoorden te krijgen.","De Discord-server die door de [TITLE] is opgezet, is een fantastische manier om snelle vragen te stellen en snelle antwoorden te krijgen."
33.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,Hoogleraren vergeten vaak de lettergrootte-aanpassingen toe te passen voor mijn visuele beperking.,[TITLE] vergeten vaak de lettergrootte-aanpassingen toe te passen voor mijn visuele beperking.
33.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,We concentreren ons te veel op het onthouden van formules in plaats van te leren hoe we ze moeten toepassen.,We concentreren ons te veel op het onthouden van formules in plaats van te leren hoe we ze moeten toepassen.
33.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,Het is gewoon belachelijk om verplichte seminars op vrijdag om 17.00 uur te plannen.,Het is gewoon belachelijk om verplichte seminars op vrijdag om 17.00 uur te plannen.
33.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,De integratie van gastcolleges in de hoofdsyllabus voelde geforceerd aan en stond los van de examenstof.,De integratie van gastcolleges in de hoofdsyllabus voelde geforceerd aan en stond los van de examenstof.
33.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,Ik voel me volkomen onvoorbereid op de technische sollicitatiegesprekken die nodig zijn voor de functies waarvoor ik solliciteer.,Ik voel me volkomen onvoorbereid op de technische sollicitatiegesprekken die nodig zijn voor de functies waarvoor ik solliciteer.
34.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,De gastdocenten uit de industrie zorgden voor geweldige inzichten uit de praktijk.,De gastdocenten uit de industrie zorgden voor geweldige inzichten uit de praktijk.
34.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,De ondersteuning voor studenten die worstelen met elementaire wiskundige concepten is vrijwel onbestaande.,De ondersteuning voor studenten die worstelen met elementaire wiskundige concepten is vrijwel onbestaande.
34.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,De vragen op de toets gingen over materiaal dat tijdens de hoorcolleges expliciet werd overgeslagen.,De vragen op de toets gingen over materiaal dat tijdens de hoorcolleges expliciet werd overgeslagen.
34.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,"Ik heb het gevoel dat mijn feedback op cursusevaluaties regelrecht de prullenbak in gaat, omdat er nooit iets verandert.","Ik heb het gevoel dat mijn feedback op cursusevaluaties regelrecht de prullenbak in gaat, omdat er nooit iets verandert."
34.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,"De financiële steun voor topsporters is goed, maar het plannen van examens rondom toernooien is een nachtmerrie.","De financiële steun voor topsporters is goed, maar het plannen van examens rondom toernooien is een nachtmerrie."
34.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,De onderhandelingsworkshop was de nuttigste oefening van de hele opleiding om vaardigheden op te bouwen.,De onderhandelingsworkshop was de nuttigste oefening van de hele opleiding om vaardigheden op te bouwen.
34.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"Als de dienstregeling elk blok verandert, is het onmogelijk om een deeltijdbaan te behouden.","Als de dienstregeling elk blok verandert, is het onmogelijk om een deeltijdbaan te behouden."
34.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,"Het is mooi dat het leerplan ieder jaar vernieuwd wordt, maar hierdoor is het lastig om tweedehands studieboeken te gebruiken.","Het is mooi dat het leerplan ieder jaar vernieuwd wordt, maar hierdoor is het lastig om tweedehands studieboeken te gebruiken."
34.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,De instelling zou meer 'job shadowing'-dagen moeten faciliteren om ons te helpen het dagelijkse professionele leven te begrijpen.,De instelling zou meer 'job shadowing'-dagen moeten faciliteren om ons te helpen het dagelijkse professionele leven te begrijpen.
35.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,"Mijn mentor, Sarah Johnson,"" heeft mij geholpen een stageplaats te vinden.","Mijn [TITLE], [NAME],"" heeft mij geholpen een stageplaats te vinden."
35.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,Internationale studentenondersteuning is geweldig; ze hebben me geholpen met al mijn visum- en huisvestingsproblemen.,Internationale studentenondersteuning is geweldig; ze hebben me geholpen met al mijn visum- en huisvestingsproblemen.
35.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,Peer-grading voor groepswerk leidt altijd tot oneerlijke uitkomsten en sociale wrijving.,Peer-grading voor groepswerk leidt altijd tot oneerlijke uitkomsten en sociale wrijving.
35.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,De studentenvereniging doet uitstekend werk in het overbruggen van de kloof tussen personeel en studenten.,De studentenvereniging doet uitstekend werk in het overbruggen van de kloof tussen personeel en studenten.
35.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,Er is een ernstig gebrek aan stilteruimtes op de campus voor studenten met sensorische overbelastingsproblemen.,Er is een ernstig gebrek aan stilteruimtes op de [LOCATION] voor studenten met sensorische overbelastingsproblemen.
35.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,"Ik heb het gevoel dat ik afstudeer met veel theorie"","" maar zonder harde technische vaardigheden.","Ik heb het gevoel dat ik afstudeer met veel theorie"","" maar zonder harde technische vaardigheden."
35.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"De nieuwe planningssoftware is een ramp; het heeft drie van mijn lessen dubbel geboekt.""","De nieuwe planningssoftware is een ramp; het heeft drie van mijn lessen dubbel geboekt."""
35.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,De logische stroom van de draad 'Bedrijfsethiek' door de drie jaar heen zit eigenlijk heel goed in elkaar.,De logische stroom van de draad 'Bedrijfsethiek' door de drie jaar heen zit eigenlijk heel goed in elkaar.
35.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,Het portfolio dat we tijdens de cursus opbouwen is te academisch en maakt geen indruk op potentiële werkgevers.,Het portfolio dat we tijdens de cursus opbouwen is te academisch en maakt geen indruk op potentiële werkgevers.
36.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,De communicatie over de exameneisen van de hoofddocent was verwarrend.,De communicatie over de exameneisen van de [TITLE] was verwarrend.
36.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,De loopbaanadviseur heeft feitelijk mijn CV voor mij herschreven; ze zijn ongelooflijk behulpzaam.,De loopbaanadviseur heeft feitelijk mijn CV voor mij herschreven; ze zijn ongelooflijk behulpzaam.
36.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,"De tijd die voor het programmeerexamen werd gegeven"", was veel te kort voor de complexiteit van de taak.","De tijd die voor het programmeerexamen werd gegeven"", was veel te kort voor de complexiteit van de taak."
36.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,Contact opnemen met de examencommissie duurt weken en vereist het versturen van formele brieven per post.,Contact opnemen met de examencommissie duurt weken en vereist het versturen van formele brieven per post.
36.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,"Het proces om elk jaar mijn ADHD te bewijzen, voelt vernederend en onnodig.","Het proces om elk jaar mijn ADHD te bewijzen, voelt vernederend en onnodig."
36.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,De taalcursussen die naast de hoofdopleiding worden aangeboden zijn fantastisch.,De [COURSE/DEPT] die naast de [COURSE/DEPT] worden aangeboden zijn fantastisch.
36.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"Ik vind het leuk dat de labsessies in lange blokken van 4 uur worden gepland, in plaats van opgesplitst.","Ik vind het leuk dat de labsessies in lange blokken van 4 uur worden gepland, in plaats van opgesplitst."
36.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,"Er staan te veel groepsprojecten op precies hetzelfde tijdstip gepland,"" waardoor er in oktober grote knelpunten ontstaan.","Er staan te veel groepsprojecten op precies hetzelfde tijdstip gepland,"" waardoor er in oktober grote knelpunten ontstaan."
36.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,Ik zou een module die uitsluitend gewijd is aan freelance management en professionele netwerkvaardigheden op prijs stellen.,Ik zou een module die uitsluitend gewijd is aan freelance management en professionele netwerkvaardigheden op prijs stellen.
38.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,Ik heb het gevoel dat de oudere leraren zich niet op hun gemak voelen bij het gebruik van de online platforms.,Ik heb het gevoel dat de oudere leraren zich niet op hun gemak voelen bij het gebruik van de online platforms.
38.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,Er moet betere ondersteuning komen voor studenten die halverwege van studie willen wisselen.,Er moet betere ondersteuning komen voor studenten die halverwege van studie willen wisselen.
38.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,De mogelijkheid om onze beoordeelde tentamens te bekijken is slechts 15 minuten beschikbaar in een specifieke ruimte.,De mogelijkheid om onze beoordeelde tentamens te bekijken is slechts 15 minuten beschikbaar in een specifieke ruimte.
38.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,De kleinere seminargroepen zijn ideaal om de docenten daadwerkelijk op persoonlijk niveau te leren kennen.,De kleinere seminargroepen zijn ideaal om de [TITLE] daadwerkelijk op persoonlijk niveau te leren kennen.
38.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,Sommige leraren doen alsof het verstrekken van de vereiste collegeaantekeningen een enorme persoonlijke gunst is.,Sommige leraren doen alsof het verstrekken van de vereiste collegeaantekeningen een enorme persoonlijke gunst is.
38.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,De aangeleerde laboratoriumvaardigheden zijn zeer grondig; Ik voel me helemaal voorbereid op de rol van onderzoeksassistent.,De aangeleerde laboratoriumvaardigheden zijn zeer grondig; Ik voel me helemaal voorbereid op de rol van onderzoeksassistent.
38.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"De lunchpauze duurt slechts 30 minuten"", wat niet genoeg tijd is om eten op de campus te kopen.","De lunchpauze duurt slechts 30 minuten"", wat niet genoeg tijd is om eten op de campus te kopen."
38.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,Ik zou willen dat er vroeg in het eerste semester een module was die specifiek gewijd was aan academisch schrijven.,Ik zou willen dat er vroeg in het eerste semester een module was die specifiek gewijd was aan academisch schrijven.
38.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,"Onze docenten die nog steeds in de industrie werken,"" bieden veel betere inzichten dan het fulltime academisch personeel.","Onze [TITLE] die nog steeds in de industrie werken,"" bieden veel betere inzichten dan het fulltime academisch personeel."
39.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,"Mark is een geweldige leraar, maar hij moet strenger zijn tegen luide studenten.","[NAME] is een geweldige [TITLE], maar hij moet strenger zijn tegen luide studenten."
39.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,Het financiële hulpbureau reageert erg traag op kritische e-mails over collegegeld.,Het financiële hulpbureau reageert erg traag op kritische e-mails over collegegeld.
39.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,"Ik hou van de portefeuillebeoordelingsmethode, omdat deze onze groei over het hele jaar laat zien.","Ik hou van de portefeuillebeoordelingsmethode, omdat deze onze groei over het hele jaar laat zien."
39.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,Belangrijke wijzigingen in het rooster of de zaallocatie worden vaak nog dezelfde dag gecommuniceerd.,Belangrijke wijzigingen in het rooster of de zaallocatie worden vaak nog dezelfde dag gecommuniceerd.
39.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,De universiteitspsycholoog heeft mij zeer geholpen bij het verkrijgen van de officiële status van bijzondere omstandigheid.,De [TITLE] heeft mij zeer geholpen bij het verkrijgen van de officiële status van bijzondere omstandigheid.
39.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,Ik wou dat we meer mogelijkheden hadden om spreken in het openbaar te oefenen in een omgeving met lage inzetten.,Ik wou dat we meer mogelijkheden hadden om spreken in het openbaar te oefenen in een omgeving met lage inzetten.
39.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,Avondlessen zijn erg moeilijk voor pendelende studenten die afhankelijk zijn van treinen.,Avondlessen zijn erg moeilijk voor pendelende studenten die afhankelijk zijn van treinen.
39.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,"De balans tussen theoretische colleges en praktisch labwerk is momenteel 80/20, wat te scheef is voor deze major.","De balans tussen theoretische colleges en praktisch labwerk is momenteel 80/20, wat te scheef is voor deze major."
39.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,"Het is lastig om een relevante stageplaats te vinden, omdat de 'goedgekeurde lijst' van de school vijf jaar verouderd is.","Het is lastig om een relevante stageplaats te vinden, omdat de 'goedgekeurde lijst' van de school vijf jaar verouderd is."
40.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,De feedback op ons groepsproject was veel te algemeen om bruikbaar te zijn.,De feedback op ons groepsproject was veel te algemeen om bruikbaar te zijn.
40.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,Ik zou willen dat de studieadviseurs meer kennis hadden over specifieke loopbaantrajecten in mijn nichegebied.,Ik zou willen dat de studieadviseurs meer kennis hadden over specifieke loopbaantrajecten in mijn nichegebied.
40.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,Er wordt te veel nadruk gelegd op memoriseren en te weinig op kritisch denken.,Er wordt te veel nadruk gelegd op memoriseren en te weinig op kritisch denken.
40.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,Ik waardeer het opendeurbeleid dat de meeste leraren op mijn afdeling hanteren voor snelle check-ins.,Ik waardeer het opendeurbeleid dat de meeste leraren op mijn afdeling hanteren voor snelle check-ins.
40.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,"Er worden verlengingen toegestaan, maar de werkdruk stapelt zich op en wordt later onmogelijk om af te maken.","Er worden verlengingen toegestaan, maar de werkdruk stapelt zich op en wordt later onmogelijk om af te maken."
40.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,De statistische analysesoftware die wij gebruiken (SPSS) is niet wat moderne bedrijven gebruiken (Python/R).,De statistische analysesoftware die wij gebruiken (SPSS) is niet wat moderne bedrijven gebruiken ([LOCATION]).
40.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"Het lesrooster geeft ons voldoende tijd voor zelfstudie, wat ik erg op prijs stel.","Het lesrooster geeft ons voldoende tijd voor zelfstudie, wat ik erg op prijs stel."
40.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,De plotselinge wijziging van de examenvorm halverwege het blok werd zeer slecht gecommuniceerd.,De plotselinge wijziging van de examenvorm halverwege het blok werd zeer slecht gecommuniceerd.
40.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,De cursus is niet gericht op de ethische dilemma's waarmee we te maken zullen krijgen zodra we aan de slag gaan.,De cursus is niet gericht op de ethische dilemma's waarmee we te maken zullen krijgen zodra we aan de slag gaan.
42.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,Ik vind het geweldig hoe benaderbaar en vriendelijk het hele personeel van de psychologieafdeling is.,Ik vind het geweldig hoe benaderbaar en vriendelijk het hele personeel van de psychologieafdeling is.
42.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,Mijn scriptiebegeleider is eigenlijk mijn mentor en zij is fantastisch in het begeleiden van mijn onderzoek.,Mijn [TITLE] is eigenlijk mijn [TITLE] en zij is fantastisch in het begeleiden van mijn onderzoek.
42.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,De beoordeling is ongelooflijk streng in vergelijking met vergelijkbare cursussen bij andere instellingen.,De beoordeling is ongelooflijk streng in vergelijking met vergelijkbare cursussen bij andere instellingen.
42.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,De communicatie over het ziektebeleid is ongelooflijk tegenstrijdig en verwarrend.,De communicatie over het ziektebeleid is ongelooflijk tegenstrijdig en verwarrend.
42.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,"De liften zijn voortdurend kapot, waardoor studenten met mobiliteitsproblemen stranden.","De liften zijn voortdurend kapot, waardoor studenten met mobiliteitsproblemen stranden."
42.0,Q37,37. Would you like to give your institution any other feedback on the skills you learn in your course programme?,Er zijn geen richtlijnen voor het ethisch en effectief gebruik van AI-instrumenten in ons vakgebied.,Er zijn geen richtlijnen voor het ethisch en effectief gebruik van AI-instrumenten in ons vakgebied.
42.0,Q39,39. Would you like to give your institution any other feedback on the course programme schedules?,"De introductie van 'hybride' roostering (sommige dagen online, sommige op de campus) werkt erg goed.","De introductie van 'hybride' roostering (sommige dagen online, sommige op de campus) werkt erg goed."
42.0,Q7,7. Would you like to give your institution any other feedback on the content and organisation of your course programme?,"De module 'Internationale Betrekkingen' moet een kernvereiste zijn, en niet slechts een optioneel keuzevak.","De module 'Internationale Betrekkingen' moet een kernvereiste zijn, en niet slechts een optioneel keuzevak."
42.0,Q9,9. Would you like to give your institution any other feedback on the link with professional practice / professional careers?,De 'Carrièredag' werd overspoeld door wervingsbureaus en niet zozeer door echte rekruteringsmanagers.,De '[LOCATION]' werd overspoeld door [LOCATION] en niet zozeer door echte rekruteringsmanagers.
43.0,Q12,12. Would you like to give your institution any other feedback on the teachers on your course programme?,"De leraar Engels heeft een heel dik accent, waardoor het moeilijk te volgen is.","De [TITLE] Engels heeft een [PHYSICAL_DESCRIPTOR] accent, waardoor het moeilijk te volgen is."
43.0,Q14,14. Would you like to give your institution any other feedback on support/mentoring?,"Toen ik een probleem met een groepslid meldde,"" heeft het conflictoplossingsteam dit perfect afgehandeld.","Toen ik een probleem met een groepslid meldde,"" heeft het conflictoplossingsteam dit perfect afgehandeld."
43.0,Q16,16. Would you like to give your institution any other feedback on examination and assessment?,Ik was erg blij met de snelle doorlooptijd van onze scriptiebeoordeling.,Ik was erg blij met de snelle doorlooptijd van onze scriptiebeoordeling.
43.0,Q18,18. Would you like to give your institution any other feedback on engagement and contact?,Ik voel me een nummer voor de universiteit; er is geen persoonlijke connectie of follow-up.,Ik voel me een nummer voor de universiteit; er is geen persoonlijke connectie of follow-up.
43.0,Q33,33. Would you like to give your institution any other feedback on studying under special circumstances?,Mijn studieadviseur was totaal niet toegerust om mij als vluchtelingstudent door het systeem te helpen.,Mijn [TITLE] was totaal niet toegerust om mij als vluchtelingstudent door het systeem te helpen.
